"atc";"atc_name";"ddd_factor";"units";"adm_route";"note";"ddd_mg_factor"
"J01CE10";"benzathine phenoxymethylpenicillin";2.0000;"g";"O";"N/A";2000
"J01CF01";"dicloxacillin";2.0000;"g";"O";"N/A";2000
"J01CF01";"dicloxacillin";2.0000;"g";"P";"N/A";2000
"J01CF02";"cloxacillin";2.0000;"g";"O";"N/A";2000
"J01CF02";"cloxacillin";2.0000;"g";"P";"N/A";2000
"J01CF03";"meticillin";4.0000;"g";"P";"N/A";4000
"J01CF04";"oxacillin";2.0000;"g";"O";"N/A";2000
"J01CF04";"oxacillin";2.0000;"g";"P";"N/A";2000
"J01CF05";"flucloxacillin";2.0000;"g";"O";"N/A";2000
"J01CF05";"flucloxacillin";2.0000;"g";"P";"N/A";2000
"J01CF06";"nafcillin";3.0000;"g";"P";"N/A";3000
"J01CG01";"sulbactam";1.0000;"g";"P";"N/A";1000
"J01CR04";"sultamicillin";1.5000;"g";"O";"N/A";1500
"J01DB01";"cefalexin";2.0000;"g";"O";"N/A";2000
"J01DB02";"cefaloridine";3.0000;"g";"P";"N/A";3000
"J01DB03";"cefalotin";4.0000;"g";"P";"N/A";4000
"J01DB04";"cefazolin";3.0000;"g";"P";"N/A";3000
"J01DB05";"cefadroxil";2.0000;"g";"O";"N/A";2000
"J01DB06";"cefazedone";3.0000;"g";"P";"N/A";3000
"J01DB07";"cefatrizine";1.0000;"g";"O";"N/A";1000
"J01DB08";"cefapirin";4.0000;"g";"P";"N/A";4000
"J01DB09";"cefradine";2.0000;"g";"O";"N/A";2000
"J01DB09";"cefradine";2.0000;"g";"P";"N/A";2000
"J01DB12";"ceftezole";3.0000;"g";"P";"N/A";3000
"J01DC01";"cefoxitin";6.0000;"g";"P";"N/A";6000
"J01DC02";"cefuroxime";0.5000;"g";"O";"N/A";500
"J01DC02";"cefuroxime";3.0000;"g";"P";"N/A";3000
"J01DC03";"cefamandole";6.0000;"g";"P";"N/A";6000
"J01DC04";"cefaclor";1.0000;"g";"O";"N/A";1000
"J01DC05";"cefotetan";4.0000;"g";"P";"N/A";4000
"J01DC06";"cefonicid";1.0000;"g";"P";"N/A";1000
"J01DC07";"cefotiam";1.2000;"g";"O";"N/A";1200
"J01DC07";"cefotiam";4.0000;"g";"P";"N/A";4000
"J01DC08";"loracarbef";0.6000;"g";"O";"N/A";600
"J01DC09";"cefmetazole";4.0000;"g";"P";"N/A";4000
"J01DC10";"cefprozil";1.0000;"g";"O";"N/A";1000
"J01DC11";"ceforanide";4.0000;"g";"P";"N/A";4000
"J01DC12";"cefminox";4.0000;"g";"P";"N/A";4000
"J01DC13";"cefbuperazone";2.0000;"g";"P";"N/A";2000
"J01DC14";"flomoxef";2.0000;"g";"P";"N/A";2000
"J01DD01";"cefotaxime";4.0000;"g";"P";"N/A";4000
"J01DD02";"ceftazidime";4.0000;"g";"P";"N/A";4000
"J01DD03";"cefsulodin";4.0000;"g";"P";"N/A";4000
"J01DD04";"ceftriaxone";2.0000;"g";"P";"N/A";2000
"J01DD05";"cefmenoxime";2.0000;"g";"P";"N/A";2000
"J01DD06";"latamoxef";4.0000;"g";"P";"N/A";4000
"J01DD07";"ceftizoxime";4.0000;"g";"P";"N/A";4000
"J01DD08";"cefixime";0.4000;"g";"O";"N/A";400
"J01DD09";"cefodizime";2.0000;"g";"P";"N/A";2000
"J01DD10";"cefetamet";1.0000;"g";"O";"N/A";1000
"J01DD11";"cefpiramide";2.0000;"g";"P";"N/A";2000
"J01DD12";"cefoperazone";4.0000;"g";"P";"N/A";4000
"J01DD13";"cefpodoxime";0.4000;"g";"O";"N/A";400
"J01DD14";"ceftibuten";0.4000;"g";"O";"N/A";400
"J01DD15";"cefdinir";0.6000;"g";"O";"N/A";600
"J01DD16";"cefditoren";0.4000;"g";"O";"N/A";400
"J01DD17";"cefcapene";0.4500;"g";"O";"N/A";450
"J01DE01";"cefepime";2.0000;"g";"P";"N/A";2000
"J01DE02";"cefpirome";4.0000;"g";"P";"N/A";4000
"J01DE03";"cefozopran";4.0000;"g";"P";"N/A";4000
"J01DF01";"aztreonam";0.2250;"g";"Inhal.solution";"N/A";225
"J01DF01";"aztreonam";4.0000;"g";"P";"N/A";4000
"J01DF02";"carumonam";2.0000;"g";"P";"N/A";2000
"J01DH02";"meropenem";2.0000;"g";"P";"N/A";2000
"J01DH03";"ertapenem";1.0000;"g";"P";"N/A";1000
"J01DH04";"doripenem";1.5000;"g";"P";"N/A";1500
"J01DH05";"biapenem";1.2000;"g";"P";"N/A";1200
"J01DI01";"ceftobiprole medocaril";1.5000;"g";"P";"N/A";1500
"J01DI02";"ceftaroline fosamil";1.2000;"g";"P";"N/A";1200
"J01EA01";"trimethoprim";0.4000;"g";"O";"N/A";400
"J01EA01";"trimethoprim";0.4000;"g";"P";"N/A";400
"J01EA02";"brodimoprim";0.2000;"g";"O";"N/A";200
"J01EB01";"sulfaisodimidine";4.0000;"g";"O";"N/A";4000
"J01EB01";"sulfaisodimidine";4.0000;"g";"P";"N/A";4000
"J01EB02";"sulfamethizole";4.0000;"g";"O";"N/A";4000
"J01EB03";"sulfadimidine";4.0000;"g";"O";"N/A";4000
"J01EB04";"sulfapyridine";1.0000;"g";"O";"N/A";1000
"J01EB05";"sulfafurazole";4.0000;"g";"O";"N/A";4000
"J01EB05";"sulfafurazole";4.0000;"g";"P";"N/A";4000
"J01EB08";"sulfathiourea";6.0000;"g";"O";"N/A";6000
"J01EC01";"sulfamethoxazole";2.0000;"g";"O";"N/A";2000
"J01EC02";"sulfadiazine";0.6000;"g";"O";"N/A";600
"J01EC03";"sulfamoxole";1.0000;"g";"O";"N/A";1000
"J01EC03";"sulfamoxole";1.0000;"g";"P";"N/A";1000
"J01ED01";"sulfadimethoxine";0.5000;"g";"O";"N/A";500
"J01ED02";"sulfalene";0.1000;"g";"O";"N/A";100
"J01ED04";"sulfametoxydiazine";0.5000;"g";"O";"N/A";500
"J01ED05";"sulfamethoxypyridazine";0.5000;"g";"O";"N/A";500
"J01ED06";"sulfaperin";0.5000;"g";"O";"N/A";500
"J01ED07";"sulfamerazine";3.0000;"g";"O";"N/A";3000
"J01ED08";"sulfaphenazole";1.0000;"g";"O";"N/A";1000
"J01ED09";"sulfamazone";1.5000;"g";"O";"N/A";1500
"J01ED09";"sulfamazone";1.5000;"g";"R";"N/A";1500
"J01FA01";"erythromycin";1.0000;"g";"O";"N/A";1000
"J01FA01";"erythromycin";1.0000;"g";"P";"N/A";1000
"J01FA02";"spiramycin";3.0000;"g";"O";"N/A";3000
"J01FA03";"midecamycin";1.0000;"g";"P";"N/A";1000
"J01FA05";"oleandomycin";1.0000;"g";"O";"N/A";1000
"J01FA06";"roxithromycin";0.3000;"g";"O";"N/A";300
"J01FA07";"josamycin";2.0000;"g";"O";"N/A";2000
"J01FA08";"troleandomycin";1.0000;"g";"O";"N/A";1000
"J01FA09";"clarithromycin";0.5000;"g";"O";"N/A";500
"J01FA09";"clarithromycin";1.0000;"g";"P";"N/A";1000
"J01FA10";"azithromycin";0.3000;"g";"O";"N/A";300
"J01FA10";"azithromycin";0.5000;"g";"P";"N/A";500
"J01FA11";"miocamycin";1.2000;"g";"O";"N/A";1200
"J01FA12";"rokitamycin";0.8000;"g";"O";"N/A";800
"J01FA13";"dirithromycin";0.5000;"g";"O";"N/A";500
"J01FA14";"flurithromycin";0.7500;"g";"O";"N/A";750
"J01FA15";"telithromycin";0.8000;"g";"O";"N/A";800
"J01FF01";"clindamycin";1.2000;"g";"O";"N/A";1200
"J01FF01";"clindamycin";1.8000;"g";"P";"N/A";1800
"J01FF02";"lincomycin";1.8000;"g";"O";"N/A";1800
"J01FF02";"lincomycin";1.8000;"g";"P";"N/A";1800
"J01FG01";"pristinamycin";2.0000;"g";"O";"N/A";2000
"J01FG02";"quinupristin/dalfopristin";1.5000;"g";"P";"N/A";1500
"J01GA01";"streptomycin";1.0000;"g";"P";"N/A";1000
"J01GA02";"streptoduocin";1.0000;"g";"P";"N/A";1000
"J01GB01";"tobramycin";0.1120;"g";"Inhal.powder";"N/A";112
"J01GB01";"tobramycin";0.3000;"g";"Inhal.solution";"N/A";300
"J01GB01";"tobramycin";0.2400;"g";"P";"N/A";240
"J01GB03";"gentamicin";0.2400;"g";"P";"N/A";240
"J01GB04";"kanamycin";1.0000;"g";"P";"N/A";1000
"J01GB05";"neomycin";1.0000;"g";"O";"N/A";1000
"J01GB06";"amikacin";1.0000;"g";"P";"N/A";1000
"J01GB07";"netilmicin";0.3500;"g";"O";"N/A";350
"J01GB07";"netilmicin";0.3500;"g";"P";"N/A";350
"J01GB08";"sisomicin";0.2400;"g";"P";"N/A";240
"J01GB09";"dibekacin";0.1400;"g";"P";"N/A";140
"J01GB10";"ribostamycin";1.0000;"g";"P";"N/A";1000
"J01GB11";"isepamicin";0.4000;"g";"P";"N/A";400
"J01GB12";"arbekacin";0.2000;"g";"P";"N/A";200
"J01GB13";"bekanamycin";0.6000;"g";"P";"N/A";600
"J01MA01";"ofloxacin";0.4000;"g";"O";"N/A";400
"J01MA01";"ofloxacin";0.4000;"g";"P";"N/A";400
"J01MA02";"ciprofloxacin";1.0000;"g";"O";"N/A";1000
"J01MA02";"ciprofloxacin";0.5000;"g";"P";"N/A";500
"J01MA03";"pefloxacin";0.8000;"g";"O";"N/A";800
"J01MA03";"pefloxacin";0.8000;"g";"P";"N/A";800
"J01MA04";"enoxacin";0.8000;"g";"O";"N/A";800
"J01MA05";"temafloxacin";0.8000;"g";"O";"N/A";800
"J01MA06";"norfloxacin";0.8000;"g";"O";"N/A";800
"J01MA08";"fleroxacin";0.4000;"g";"O";"N/A";400
"J01MA08";"fleroxacin";0.4000;"g";"P";"N/A";400
"J01MA09";"sparfloxacin";0.2000;"g";"O";"N/A";200
"J01MA10";"rufloxacin";0.2000;"g";"O";"N/A";200
"J01MA11";"grepafloxacin";0.4000;"g";"O";"N/A";400
"J01MA12";"levofloxacin";0.5000;"g";"O";"N/A";500
"J01MA12";"levofloxacin";0.5000;"g";"P";"N/A";500
"J01MA13";"trovafloxacin";0.2000;"g";"O";"N/A";200
"J01MA13";"trovafloxacin";0.2000;"g";"P";"N/A";200
"J01MA14";"moxifloxacin";0.4000;"g";"O";"N/A";400
"J01MA14";"moxifloxacin";0.4000;"g";"P";"N/A";400
"J01MA16";"gatifloxacin";0.4000;"g";"O";"N/A";400
"J01MA16";"gatifloxacin";0.4000;"g";"P";"N/A";400
"J01MA17";"prulifloxacin";0.6000;"g";"O";"N/A";600
"J01MA18";"pazufloxacin";1.0000;"g";"P";"N/A";1000
"J01MA21";"sitafloxacin";0.1000;"g";"O";"N/A";100
"J01MB01";"rosoxacin";0.3000;"g";"O";"N/A";300
"J01MB02";"nalidixic acid";4.0000;"g";"O";"N/A";4000
"J01MB03";"piromidic acid";2.0000;"g";"O";"N/A";2000
"J01MB04";"pipemidic acid";0.8000;"g";"O";"N/A";800
"J01MB05";"oxolinic acid";1.0000;"g";"O";"N/A";1000
"J01MB06";"cinoxacin";1.0000;"g";"O";"N/A";1000
"J01MB07";"flumequine";1.2000;"g";"O";"N/A";1200
"J01XA01";"vancomycin";2.0000;"g";"P";"N/A";2000
"J01XA02";"teicoplanin";0.4000;"g";"P";"N/A";400
"J01XB01";"colistin";3.0000;"MU";"Inhal.powder";"N/A";
"J01XB01";"colistin";3.0000;"MU";"Inhal.solution";"N/A";
"J01XB01";"colistin";3.0000;"MU";"P";"N/A";
"J01XB02";"polymyxin B";0.1500;"g";"P";"N/A";150
"J01XC01";"fusidic acid";1.5000;"g";"O";"N/A";1500
"J01XC01";"fusidic acid";1.5000;"g";"P";"N/A";1500
"J01XD01";"metronidazole";1.5000;"g";"P";"N/A";1500
"J01XD02";"tinidazole";1.5000;"g";"P";"N/A";1500
"J01XD03";"ornidazole";1.0000;"g";"P";"N/A";1000
"J01XE01";"nitrofurantoin";0.2000;"g";"O";"N/A";200
"J01XE02";"nifurtoinol";0.1600;"g";"O";"N/A";160
"J01XE03";"furazidin";0.3000;"g";"O";"N/A";300
"J01XX01";"fosfomycin";3.0000;"g";"O";"N/A";3000
"J01XX01";"fosfomycin";8.0000;"g";"P";"N/A";8000
"J01XX03";"clofoctol";1.5000;"g";"R";"N/A";1500
"J01XX04";"spectinomycin";3.0000;"g";"P";"N/A";3000
"J01XX06";"mandelic acid";12.0000;"g";"O";"N/A";12000
"J01XX07";"nitroxoline";1.0000;"g";"O";"N/A";1000
"J01XX08";"linezolid";1.2000;"g";"O";"N/A";1200
"J01XX08";"linezolid";1.2000;"g";"P";"N/A";1200
"J01XX09";"daptomycin";0.2800;"g";"P";"N/A";280
"J01XX11";"tedizolid";0.2000;"g";"O";"N/A";200
"J01XX11";"tedizolid";0.2000;"g";"P";"N/A";200
"J02AA01";"amphotericin B";35.0000;"mg";"P";"N/A";35
"J02AB01";"miconazole";1.0000;"g";"P";"N/A";1000
"J02AB02";"ketoconazole";0.2000;"g";"O";"N/A";200
"J02AC01";"fluconazole";0.2000;"g";"O";"N/A";200
"J02AC01";"fluconazole";0.2000;"g";"P";"N/A";200
"J02AC02";"itraconazole";0.2000;"g";"O";"N/A";200
"J02AC02";"itraconazole";0.2000;"g";"P";"N/A";200
"J02AC03";"voriconazole";0.4000;"g";"O";"N/A";400
"J02AC03";"voriconazole";0.4000;"g";"P";"N/A";400
"J02AC04";"posaconazole";0.3000;"g";"O";"N/A";300
"J02AC04";"posaconazole";0.3000;"g";"P";"N/A";300
"J02AC05";"isavuconazole";0.2000;"g";"O";"N/A";200
"J02AC05";"isavuconazole";0.2000;"g";"P";"N/A";200
"J02AX01";"flucytosine";10.0000;"g";"O";"N/A";10000
"J02AX01";"flucytosine";10.0000;"g";"P";"N/A";10000
"J02AX04";"caspofungin";50.0000;"mg";"P";"N/A";50
"J02AX05";"micafungin";0.1000;"g";"P";"N/A";100
"J02AX06";"anidulafungin";0.1000;"g";"P";"N/A";100
"J04AA01";"4-aminosalicylic acid";12.0000;"g";"O";"N/A";12000
"J04AA02";"sodium aminosalicylate";14.0000;"g";"O";"N/A";14000
"J04AA02";"sodium aminosalicylate";14.0000;"g";"P";"N/A";14000
"J04AB01";"cycloserine";0.7500;"g";"O";"N/A";750
"J04AB02";"rifampicin";0.6000;"g";"O";"N/A";600
"J04AB02";"rifampicin";0.6000;"g";"P";"N/A";600
"J04AB03";"rifamycin";0.6000;"g";"P";"N/A";600
"J04AB04";"rifabutin";0.1500;"g";"O";"N/A";150
"J04AB05";"rifapentine";0.1100;"g";"O";"N/A";110
"J04AB30";"capreomycin";1.0000;"g";"P";"N/A";1000
"J04AC01";"isoniazid";0.3000;"g";"O";"N/A";300
"J04AC01";"isoniazid";0.3000;"g";"P";"N/A";300
"J04AD01";"protionamide";0.7500;"g";"O";"N/A";750
"J04AD02";"tiocarlide";7.0000;"g";"O";"N/A";7000
"J04AD03";"ethionamide";0.7500;"g";"O";"N/A";750
"J04AK01";"pyrazinamide";1.5000;"g";"O";"N/A";1500
"J04AK02";"ethambutol";1.2000;"g";"O";"N/A";1200
"J04AK02";"ethambutol";1.2000;"g";"P";"N/A";1200
"J04AK05";"bedaquiline";86.0000;"mg";"O";"N/A";86
"J04BA01";"clofazimine";0.1000;"g";"O";"N/A";100
"J04BA02";"dapsone";50.0000;"mg";"O";"N/A";50
"J04BA03";"aldesulfone sodium";0.3300;"g";"O";"N/A";330
"J05AB01";"aciclovir";4.0000;"g";"O";"N/A";4000
"J05AB01";"aciclovir";4.0000;"g";"P";"N/A";4000
"J05AB04";"ribavirin";6.0000;"g";"Inhal.solution";"N/A";6000
"J05AB04";"ribavirin";1.0000;"g";"O";"N/A";1000
"J05AB06";"ganciclovir";3.0000;"g";"O";"N/A";3000
"J05AB06";"ganciclovir";0.5000;"g";"P";"N/A";500
"J05AB09";"famciclovir";0.7500;"g";"O";"N/A";750
"J05AB11";"valaciclovir";3.0000;"g";"O";"N/A";3000
"J05AB12";"cidofovir";25.0000;"mg";"P";"N/A";25
"J05AB14";"valganciclovir";0.9000;"g";"O";"N/A";900
"J05AB15";"brivudine";0.1250;"g";"O";"N/A";125
"J05AD01";"foscarnet";6.5000;"g";"P";"N/A";6500
"J05AE01";"saquinavir";1.8000;"g";"O";"N/A";1800
"J05AE02";"indinavir";2.4000;"g";"O";"N/A";2400
"J05AE03";"ritonavir";1.2000;"g";"O";"N/A";1200
"J05AE04";"nelfinavir";2.2500;"g";"O";"N/A";2250
"J05AE05";"amprenavir";1.2000;"g";"O";"N/A";1200
"J05AE07";"fosamprenavir";1.4000;"g";"O";"N/A";1400
"J05AE08";"atazanavir";0.3000;"g";"O";"N/A";300
"J05AE09";"tipranavir";1.0000;"g";"O";"N/A";1000
"J05AE10";"darunavir";1.2000;"g";"O";"N/A";1200
"J05AE11";"telaprevir";2.2500;"g";"O";"N/A";2250
"J05AE12";"boceprevir";2.4000;"g";"O";"N/A";2400
"J05AE14";"simeprevir";0.1500;"g";"O";"N/A";150
"J05AF01";"zidovudine";0.6000;"g";"O";"N/A";600
"J05AF01";"zidovudine";0.6000;"g";"P";"N/A";600
"J05AF02";"didanosine";0.4000;"g";"O";"N/A";400
"J05AF03";"zalcitabine";2.2500;"mg";"O";"N/A";2.25
"J05AF04";"stavudine";80.0000;"mg";"O";"N/A";80
"J05AF05";"lamivudine";0.3000;"g";"O";"N/A";300
"J05AF06";"abacavir";0.6000;"g";"O";"N/A";600
"J05AF07";"tenofovir disoproxil";0.2450;"g";"O";"N/A";245
"J05AF08";"adefovir dipivoxil";10.0000;"mg";"O";"N/A";10
"J05AF09";"emtricitabine";0.2000;"g";"O";"N/A";200
"J05AF10";"entecavir";0.5000;"mg";"O";"N/A";0.5
"J05AF11";"telbivudine";0.6000;"g";"O";"N/A";600
"J05AF12";"clevudine";30.0000;"mg";"O";"N/A";30
"J05AG01";"nevirapine";0.4000;"g";"O";"N/A";400
"J05AG02";"delavirdine";1.2000;"g";"O";"N/A";1200
"J05AG03";"efavirenz";0.6000;"g";"O";"N/A";600
"J05AG04";"etravirine";0.4000;"g";"O";"N/A";400
"J05AG05";"rilpivirine";25.0000;"mg";"O";"N/A";25
"J05AH01";"zanamivir";20.0000;"mg";"Inhal.powder";"N/A";20
"J05AH02";"oseltamivir";0.1500;"g";"O";"N/A";150
"J05AX01";"moroxydine";0.3000;"g";"O";"N/A";300
"J05AX05";"inosine pranobex";3.0000;"g";"O";"N/A";3000
"J05AX07";"enfuvirtide";0.1800;"g";"P";"N/A";180
"J05AX08";"raltegravir";0.8000;"g";"O";"N/A";800
"J05AX09";"maraviroc";0.6000;"g";"O";"N/A";600
"J05AX12";"dolutegravir";50.0000;"mg";"O";"N/A";50
"J05AX13";"umifenovir";0.8000;"g";"O";"N/A";800
"J05AX14";"daclatasvir";60.0000;"mg";"O";"N/A";60
"J05AX15";"sofosbuvir";0.4000;"g";"O";"N/A";400
"J05AX16";"dasabuvir";0.5000;"g";"O";"N/A";500
"J06BC01";"nebacumab";0.1000;"g";"P";"N/A";100
"L02AA01";"diethylstilbestrol";3.0000;"mg";"O";"N/A";3
"L02AA02";"polyestradiol phosphate";6.0000;"mg";"P";"N/A";6
"L02AA03";"ethinylestradiol";1.5000;"mg";"O";"N/A";1.5
"L02AA04";"fosfestrol";0.2500;"g";"O";"N/A";250
"L02AA04";"fosfestrol";0.2500;"g";"P";"N/A";250
"L02AB01";"megestrol";0.1600;"g";"O";"N/A";160
"L02AB02";"medroxyprogesterone";1.0000;"g";"O";"N/A";1000
"L02AB02";"medroxyprogesterone";1.0000;"g";"P";"N/A";1000
"L02AB03";"gestonorone";40.0000;"mg";"P";"N/A";40
"L02AE01";"buserelin";0.1100;"mg";"implant";"N/A";0.11
"L02AE01";"buserelin";1.2000;"mg";"N";"N/A";1.2
"L02AE01";"buserelin";1.5000;"mg";"P";"N/A";1.5
"L02AE02";"leuprorelin";60.0000;"mcg";"implant";"N/A";0.06
"L02AE02";"leuprorelin";1.0000;"mg";"P";"N/A";1
"L02AE03";"goserelin";0.1290;"mg";"implant";"N/A";0.129
"L02AE04";"triptorelin";0.1000;"mg";"P";"N/A";0.1
"L02AE05";"histrelin";0.1370;"mg";"implant";"N/A";0.137
"L02BA01";"tamoxifen";20.0000;"mg";"O";"N/A";20
"L02BA02";"toremifene";60.0000;"mg";"O";"N/A";60
"L02BA03";"fulvestrant";8.3000;"mg";"P";"N/A";8.3
"L02BB01";"flutamide";0.7500;"g";"O";"N/A";750
"L02BB02";"nilutamide";0.3000;"g";"O";"N/A";300
"L02BB03";"bicalutamide";50.0000;"mg";"O";"N/A";50
"L02BB04";"enzalutamide";0.1600;"g";"O";"N/A";160
"L02BG01";"aminoglutethimide";1.0000;"g";"O";"N/A";1000
"L02BG02";"formestane";18.0000;"mg";"P";"N/A";18
"L02BG03";"anastrozole";1.0000;"mg";"O";"N/A";1
"L02BG04";"letrozole";2.5000;"mg";"O";"N/A";2.5
"L02BG06";"exemestane";25.0000;"mg";"O";"N/A";25
"L02BX01";"abarelix";3.6000;"mg";"P";"N/A";3.6
"L02BX02";"degarelix";2.7000;"mg";"P";"N/A";2.7
"L02BX03";"abiraterone";1.0000;"g";"O";"N/A";1000
"L03AA02";"filgrastim";0.3500;"mg";"P";"N/A";0.35
"L03AA03";"molgramostim";0.3500;"mg";"P";"N/A";0.35
"L03AA09";"sargramostim";0.4500;"mg";"P";"N/A";0.45
"L03AA10";"lenograstim";0.3500;"mg";"P";"N/A";0.35
"L03AA12";"ancestim";1.4000;"mg";"P";"N/A";1.4
"L03AA13";"pegfilgrastim";0.3000;"mg";"P";"N/A";0.3
"L03AA14";"lipegfilgrastim";0.3000;"mg";"P";"N/A";0.3
"L03AB01";"interferon alfa natural";2.0000;"MU";"P";"N/A";
"L03AB02";"interferon beta natural";33.3300;"TU";"P";"N/A";
"L03AB03";"interferon gamma";40.0000;"mcg";"P";"N/A";0.04
"L03AB04";"interferon alfa-2a";2.0000;"MU";"P";"N/A";
"L03AB05";"interferon alfa-2b";2.0000;"MU";"P";"N/A";
"L03AB06";"interferon alfa-n1";5.0000;"MU";"P";"N/A";
"L03AB07";"interferon beta-1a";4.3000;"mcg";"P";"N/A";0.0043
"L03AB08";"interferon beta-1b";4.0000;"MU";"P";"N/A";
"L03AB09";"interferon alfacon-1";4.0000;"mcg";"P";"N/A";0.004
"L03AB10";"peginterferon alfa-2b";7.5000;"mcg";"P";"N/A";0.0075
"L03AB11";"peginterferon alfa-2a";26.0000;"mcg";"P";"N/A";0.026
"L03AB13";"peginterferon beta-1a";8.9000;"mcg";"P";"N/A";0.0089
"L03AB14";"cepeginterferon alfa-2b";17.0000;"mcg";"P";"N/A";0.017
"L03AC01";"aldesleukin";0.2000;"mg";"P";"N/A";0.2
"L03AC02";"oprelvekin";3.5000;"mg";"P";"N/A";3.5
"L03AX01";"lentinan";0.3000;"mg";"O";"N/A";0.3
"L03AX01";"lentinan";0.3000;"mg";"P";"N/A";0.3
"L03AX03";"BCG vaccine";1.8000;"mg";"intravesical";"N/A";1.8
"L03AX05";"pidotimod";1.6000;"g";"O";"N/A";1600
"L03AX10";"immunocyanin";3.0000;"mg";"intravesical";"N/A";3
"L03AX11";"tasonermin";3.5000;"mg";"P";"N/A";3.5
"L03AX13";"glatiramer acetate";20.0000;"mg";"P";"N/A";20
"L03AX14";"histamine dihydrochloride";0.5000;"mg";"P";"N/A";0.5
"L03AX15";"mifamurtide";0.7000;"mg";"P";"N/A";0.7
"L03AX16";"plerixafor";16.8000;"mg";"P";"N/A";16.8
"L04AA02";"muromonab-CD3";5.0000;"mg";"P";"N/A";5
"L04AA04";"antithymocyte immunoglobulin (rabbit)";0.1000;"g";"P";"N/A";100
"L04AA10";"sirolimus";3.0000;"mg";"O";"N/A";3
"L04AA13";"leflunomide";20.0000;"mg";"O";"N/A";20
"L04AA18";"everolimus";1.5000;"mg";"O";"N/A";1.5
"L04AA21";"efalizumab";10.0000;"mg";"P";"N/A";10
"L04AA23";"natalizumab";10.0000;"mg";"P";"N/A";10
"L04AA24";"abatacept";27.0000;"mg";"P";"N/A";27
"L04AA25";"eculizumab";64.0000;"mg";"P";"N/A";64
"L04AA26";"belimumab";25.0000;"mg";"P";"N/A";25
"L04AA27";"fingolimod";0.5000;"mg";"O";"N/A";0.5
"L04AA28";"belatacept";12.5000;"mg";"P";"N/A";12.5
"L04AA29";"tofacitinib";10.0000;"mg";"O";"N/A";10
"L04AA31";"teriflunomide";14.0000;"mg";"O";"N/A";14
"L04AA32";"apremilast";60.0000;"mg";"O";"N/A";60
"L04AA33";"vedolizumab";5.4000;"mg";"P";"N/A";5.4
"L04AA34";"alemtuzumab";0.1300;"mg";"P";"N/A";0.13
"L04AB01";"etanercept";7.0000;"mg";"P";"N/A";7
"L04AB02";"infliximab";3.7500;"mg";"P";"N/A";3.75
"L04AB04";"adalimumab";2.9000;"mg";"P";"N/A";2.9
"L04AB05";"certolizumab pegol";14.0000;"mg";"P";"N/A";14
"L04AB06";"golimumab";1.6600;"mg";"P";"N/A";1.66
"L04AC03";"anakinra";0.1000;"g";"P";"N/A";100
"L04AC04";"rilonacept";23.0000;"mg";"P";"N/A";23
"L04AC05";"ustekinumab";0.5400;"mg";"P";"N/A";0.54
"L04AC07";"tocilizumab";20.0000;"mg";"P";"N/A";20
"L04AC08";"canakinumab";2.7000;"mg";"P";"N/A";2.7
"L04AC10";"secukinumab";10.0000;"mg";"P";"N/A";10
"L04AC11";"siltuximab";37.0000;"mg";"P";"N/A";37
"L04AD01";"ciclosporin";0.2500;"g";"O";"N/A";250
"L04AD01";"ciclosporin";0.2500;"g";"P";"N/A";250
"L04AD02";"tacrolimus";5.0000;"mg";"O";"N/A";5
"L04AD02";"tacrolimus";5.0000;"mg";"P";"N/A";5
"L04AX01";"azathioprine";0.1500;"g";"O";"N/A";150
"L04AX01";"azathioprine";0.1500;"g";"P";"N/A";150
"L04AX02";"thalidomide";0.1000;"g";"O";"N/A";100
"L04AX03";"methotrexate";2.5000;"mg";"O";"N/A";2.5
"L04AX04";"lenalidomide";10.0000;"mg";"O";"N/A";10
"L04AX05";"pirfenidone";2.4000;"g";"O";"N/A";2400
"L04AX06";"pomalidomide";3.0000;"mg";"O";"N/A";3
"M01AA01";"phenylbutazone";0.3000;"g";"O";"N/A";300
"M01AA01";"phenylbutazone";0.3000;"g";"P";"N/A";300
"M01AA01";"phenylbutazone";0.3000;"g";"R";"N/A";300
"M01AA02";"mofebutazone";0.7500;"g";"O";"N/A";750
"M01AA02";"mofebutazone";0.7500;"g";"P";"N/A";750
"M01AA03";"oxyphenbutazone";0.3000;"g";"O";"N/A";300
"M01AA03";"oxyphenbutazone";0.3000;"g";"R";"N/A";300
"M01AA05";"clofezone";0.6000;"g";"O";"N/A";600
"M01AA05";"clofezone";0.6000;"g";"R";"N/A";600
"M01AB01";"indometacin";0.1000;"g";"O";"N/A";100
"M01AB01";"indometacin";0.1000;"g";"P";"N/A";100
"M01AB01";"indometacin";0.1000;"g";"R";"N/A";100
"M01AB02";"sulindac";0.4000;"g";"O";"N/A";400
"M01AB02";"sulindac";0.4000;"g";"P";"N/A";400
"M01AB02";"sulindac";0.4000;"g";"R";"N/A";400
"M01AB03";"tolmetin";0.7000;"g";"O";"N/A";700
"M01AB03";"tolmetin";0.7000;"g";"R";"N/A";700
"M01AB04";"zomepirac";0.3000;"g";"O";"N/A";300
"M01AB05";"diclofenac";0.1000;"g";"O";"N/A";100
"M01AB05";"diclofenac";0.1000;"g";"P";"N/A";100
"M01AB05";"diclofenac";0.1000;"g";"R";"N/A";100
"M01AB06";"alclofenac";1.2500;"g";"O";"N/A";1250
"M01AB06";"alclofenac";1.2500;"g";"R";"N/A";1250
