"","pbs_code","bnf_drug_name","pbs_drug_name","atc_meaning","atc_code","match_type"
"279","02283E","METHYLPHENIDATE","METHYLPHENIDATE","METHYLPHENIDATE","N06BA04","dm_I"
"280","02285G","TERBINAFINE","TERBINAFINE","TERBINAFINE","D01BA02","dm_I"
"281","02289L","VALPROATE","VALPROATE","VALPROIC ACID","N03AG01","dm_I"
"282","02290M","VALPROATE","VALPROATE","VALPROIC ACID","N03AG01","dm_I"
"283","02293Q","VALPROATE","VALPROATE","VALPROIC ACID","N03AG01","dm_I"
"284","02294R","VALPROATE","VALPROATE","VALPROIC ACID","N03AG01","dm_I"
"285","02295T","VALPROATE","VALPROATE","VALPROIC ACID","N03AG01","dm_I"
"286","02332R","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"287","02339D","SPIRONOLACTONE","SPIRONOLACTONE","SPIRONOLACTONE","C03DA01","dm_I"
"288","02340E","SPIRONOLACTONE","SPIRONOLACTONE","SPIRONOLACTONE","C03DA01","dm_I"
"289","02343H","AMIODARONE","AMIODARONE","AMIODARONE","C01BD01","dm_I"
"290","02344J","AMIODARONE","AMIODARONE","AMIODARONE","C01BD01","dm_I"
"291","02354X","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","BENZATHINE PHENOXYMETHYLPENICILLIN","J01CE10","dm_I"
"292","02356B","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","BENZATHINE PHENOXYMETHYLPENICILLIN","J01CE10","dm_I"
"293","02360F","CHLORAMPHENICOL","CHLORAMPHENICOL","CHLORAMPHENICOL","S01AA01","dm_I"
"294","02361G","FELODIPINE","FELODIPINE","FELODIPINE","C08CA02","dm_I"
"295","02366M","FELODIPINE","FELODIPINE","FELODIPINE","C08CA02","dm_I"
"296","02367N","FELODIPINE","FELODIPINE","FELODIPINE","C08CA02","dm_I"
"297","02371T","VINCRISTINE","VINCRISTINE","VINCRISTINE","L01CA02","dm_I"
"298","02374Y","VINCRISTINE","VINCRISTINE","VINCRISTINE","L01CA02","dm_I"
"299","02378E","TELAPREVIR","TELAPREVIR","TELAPREVIR","J05AE11","dm_I"
"300","02387P","METHYLPHENIDATE","METHYLPHENIDATE","METHYLPHENIDATE","N06BA04","dm_I"
"301","02388Q","METHYLPHENIDATE","METHYLPHENIDATE","METHYLPHENIDATE","N06BA04","dm_I"
"302","02395C","METHOTREXATE","METHOTREXATE","METHOTREXATE","L01BA01","dm_I"
"303","02396D","METHOTREXATE","METHOTREXATE","METHOTREXATE","L01BA01","dm_I"
"304","02417F","AMITRIPTYLINE","AMITRIPTYLINE","AMITRIPTYLINE","N06AA09","dm_I"
"305","02418G","AMITRIPTYLINE","AMITRIPTYLINE","AMITRIPTYLINE","N06AA09","dm_I"
"306","02419H","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"307","02420J","IMIPRAMINE","IMIPRAMINE","IMIPRAMINE","N06AA02","dm_I"
"308","02421K","IMIPRAMINE","IMIPRAMINE","IMIPRAMINE","N06AA02","dm_I"
"309","02422L","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"310","02425P","ERYTHROMYCIN","ERYTHROMYCIN","ERYTHROMYCIN","J01FA01","dm_I"
"311","02426Q","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"312","02427R","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"313","02429W","AMITRIPTYLINE","AMITRIPTYLINE","AMITRIPTYLINE","N06AA09","dm_I"
"314","02431Y","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"315","02432B","METHYLPHENIDATE","METHYLPHENIDATE","METHYLPHENIDATE","N06BA04","dm_I"
"316","02433C","BOCEPREVIR","BOCEPREVIR","BOCEPREVIR","J05AE12","dm_I"
"317","02435E","BOCEPREVIR","BOCEPREVIR","BOCEPREVIR","J05AE12","dm_I"
"318","02437G","TELAPREVIR","TELAPREVIR","TELAPREVIR","J05AE11","dm_I"
"319","02440K","GLIPIZIDE","GLIPIZIDE","GLIPIZIDE","A10BB07","dm_I"
"320","02449X","GLICLAZIDE","GLICLAZIDE","GLICLAZIDE","A10BB09","dm_I"
"321","02478K","DASATINIB","DASATINIB","DASATINIB","L01XE06","dm_I"
"322","02480M","CIPROFLOXACIN","CIPROFLOXACIN","CIPROFLOXACIN","S02AA15","dm_I"
"323","02481N","OXYCODONE","OXYCODONE","OXYCODONE","N02AA05","dm_I"
"324","02482P","DASATINIB","DASATINIB","DASATINIB","L01XE06","dm_I"
"325","02485T","DASATINIB","DASATINIB","DASATINIB","L01XE06","dm_I"
"326","02487X","FAMOTIDINE","FAMOTIDINE","FAMOTIDINE","A02BA03","dm_I"
"327","02488Y","FAMOTIDINE","FAMOTIDINE","FAMOTIDINE","A02BA03","dm_I"
"328","02492E","MEMANTINE","MEMANTINE","MEMANTINE","N06DX01","dm_I"
"329","02507Y","DEXAMETHASONE","DEXAMETHASONE","DEXAMETHASONE","H02AB02","dm_I"
"330","02513G","MEMANTINE","MEMANTINE","MEMANTINE","N06DX01","dm_I"
"331","02518M","APREPITANT","APREPITANT","APREPITANT","A04AD12","dm_I"
"332","02521Q","FLUOROURACIL","FLUOROURACIL","FLUOROURACIL","L01BC02","dm_I"
"333","02522R","NORTRIPTYLINE","NORTRIPTYLINE","NORTRIPTYLINE","N06AA10","dm_I"
"334","02523T","NORTRIPTYLINE","NORTRIPTYLINE","NORTRIPTYLINE","N06AA10","dm_I"
"335","02527B","TRAMADOL","TRAMADOL","TRAMADOL","N02AX02","dm_I"
"336","02528C","FLUOROURACIL","FLUOROURACIL","FLUOROURACIL","L01BC02","dm_I"
"337","02547C","MELPHALAN","MELPHALAN","MELPHALAN","L01AA03","dm_I"
"338","02550F","APREPITANT","APREPITANT","APREPITANT","A04AD12","dm_I"
"339","02558P","DIAZEPAM","DIAZEPAM","DIAZEPAM","N05BA01","dm_I"
"340","02565B","PROPRANOLOL","PROPRANOLOL","PROPRANOLOL","C07AA05","dm_I"
"341","02566C","PROPRANOLOL","PROPRANOLOL","PROPRANOLOL","C07AA05","dm_I"
"342","02489B","FAMOTIDINE","FAMOTIDINE","FAMOTIDINE","A02BA03","dm_I"
"343","02574L","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"344","02578Q","CISPLATIN","CISPLATIN","CISPLATIN","L01XA01","dm_I"
"345","02579R","CISPLATIN","CISPLATIN","CISPLATIN","L01XA01","dm_I"
"346","02580T","CISPLATIN","CISPLATIN","CISPLATIN","L01XA01","dm_I"
"347","02584B","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"348","02590H","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"349","02594M","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"350","02600W","ALLOPURINOL","ALLOPURINOL","ALLOPURINOL","M04AA01","dm_I"
"351","02603B","ALLOPURINOL","ALLOPURINOL","ALLOPURINOL","M04AA01","dm_I"
"352","02604C","ALLOPURINOL","ALLOPURINOL","ALLOPURINOL","M04AA01","dm_I"
"353","02605D","DIGOXIN","DIGOXIN","DIGOXIN","C01AA05","dm_I"
"354","02606E","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"355","02608G","PYRIDOSTIGMINE","PYRIDOSTIGMINE","PYRIDOSTIGMINE","N07AA02","dm_I"
"356","02609H","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"357","02610J","ERYTHROMYCIN","ERYTHROMYCIN","ERYTHROMYCIN","J01FA01","dm_I"
"358","02614N","THEOPHYLLINE","THEOPHYLLINE","THEOPHYLLINE","R03DA04","dm_I"
"359","02622B","OXYCODONE","OXYCODONE","OXYCODONE","N02AA05","dm_I"
"360","02628H","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"361","02634P","THEOPHYLLINE","THEOPHYLLINE","THEOPHYLLINE","R03DA04","dm_I"
"362","02636R","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"363","02666H","TRIMETHOPRIM","TRIMETHOPRIM","TRIMETHOPRIM","J01EA01","dm_I"
"364","02667J","VIGABATRIN","VIGABATRIN","VIGABATRIN","N03AG04","dm_I"
"365","02668K","VIGABATRIN","VIGABATRIN","VIGABATRIN","N03AG04","dm_I"
"366","02669L","DIAZEPAM","DIAZEPAM","DIAZEPAM","N05BA01","dm_I"
"367","02687K","AZATHIOPRINE","AZATHIOPRINE","AZATHIOPRINE","L04AX01","dm_I"
"368","02688L","AZATHIOPRINE","AZATHIOPRINE","AZATHIOPRINE","L04AX01","dm_I"
"369","02692Q","PHENYTOIN","PHENYTOIN","PHENYTOIN","N03AB02","dm_I"
"370","02698B","ABIRATERONE","ABIRATERONE","ABIRATERONE","L02BX03","dm_I"
"371","02702F","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"372","02703G","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"373","02707L","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"374","02708M","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"375","02709N","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"376","02711Q","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"377","02714W","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"378","02715X","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"379","02724J","PYRIDOSTIGMINE","PYRIDOSTIGMINE","PYRIDOSTIGMINE","N07AA02","dm_I"
"380","02735Y","APIXABAN","APIXABAN","APIXABAN","B01AF02","dm_I"
"381","02744K","APIXABAN","APIXABAN","APIXABAN","B01AF02","dm_I"
"382","02751T","AMLODIPINE","AMLODIPINE","AMLODIPINE","C08CA01","dm_I"
"383","02752W","AMLODIPINE","AMLODIPINE","AMLODIPINE","C08CA01","dm_I"
"384","02753X","DABIGATRAN","DABIGATRAN","DABIGATRAN ETEXILATE","B01AE07","dm_I"
"385","02761H","HALOPERIDOL","HALOPERIDOL","HALOPERIDOL","N05AD01","dm_I"
"386","02763K","HALOPERIDOL","HALOPERIDOL","HALOPERIDOL","N05AD01","dm_I"
"387","02767P","HALOPERIDOL","HALOPERIDOL","HALOPERIDOL","N05AD01","dm_I"
"388","02768Q","HALOPERIDOL","HALOPERIDOL","HALOPERIDOL","N05AD01","dm_I"
"389","02769R","DABIGATRAN","DABIGATRAN","DABIGATRAN ETEXILATE","B01AE07","dm_I"
"390","02770T","HALOPERIDOL","HALOPERIDOL","HALOPERIDOL","N05AD01","dm_I"
"391","02796E","LENALIDOMIDE","LENALIDOMIDE","LENALIDOMIDE","L04AX04","dm_I"
"392","02798G","LENALIDOMIDE","LENALIDOMIDE","LENALIDOMIDE","L04AX04","dm_I"
"393","02799H","LENALIDOMIDE","LENALIDOMIDE","LENALIDOMIDE","L04AX04","dm_I"
"394","02802L","LENALIDOMIDE","LENALIDOMIDE","LENALIDOMIDE","L04AX04","dm_I"
"395","02804N","TERBINAFINE","TERBINAFINE","TERBINAFINE","D01BA02","dm_I"
"396","02818H","EVEROLIMUS","EVEROLIMUS","EVEROLIMUS","L01XE10","dm_I"
"397","02819J","EVEROLIMUS","EVEROLIMUS","EVEROLIMUS","L01XE10","dm_I"
"398","02754Y","RALTEGRAVIR","RALTEGRAVIR","RALTEGRAVIR","J05AX08","dm_I"
"399","02824P","GENTAMICIN","GENTAMICIN","GENTAMICIN","J01GB03","dm_I"
"400","02833D","PRAVASTATIN","PRAVASTATIN","PRAVASTATIN","C10AA03","dm_I"
"401","02834E","PRAVASTATIN","PRAVASTATIN","PRAVASTATIN","C10AA03","dm_I"
"402","02837H","SUNITINIB","SUNITINIB","SUNITINIB","L01XE04","dm_I"
"403","02839K","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"404","02840L","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"405","02841M","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"406","02842N","SUNITINIB","SUNITINIB","SUNITINIB","L01XE04","dm_I"
"407","02843P","WARFARIN","WARFARIN","WARFARIN","B01AA03","dm_I"
"408","02844Q","WARFARIN","WARFARIN","WARFARIN","B01AA03","dm_I"
"409","02846T","DABRAFENIB","DABRAFENIB","DABRAFENIB","L01XE23","dm_I"
"410","02848X","LAMOTRIGINE","LAMOTRIGINE","LAMOTRIGINE","N03AX09","dm_I"
"411","02849Y","LAMOTRIGINE","LAMOTRIGINE","LAMOTRIGINE","N03AX09","dm_I"
"412","02850B","LAMOTRIGINE","LAMOTRIGINE","LAMOTRIGINE","N03AX09","dm_I"
"413","02851C","LAMOTRIGINE","LAMOTRIGINE","LAMOTRIGINE","N03AX09","dm_I"
"414","02856H","PHENELZINE","PHENELZINE","PHENELZINE","N06AF03","dm_I"
"415","02863Q","FLUVASTATIN","FLUVASTATIN","FLUVASTATIN","C10AA04","dm_I"
"416","02868Y","IVERMECTIN","IVERMECTIN","IVERMECTIN","P02CF01","dm_I"
"417","02873F","CANAGLIFLOZIN","CANAGLIFLOZIN","CANAGLIFLOZIN","A10BX11","dm_I"
"418","02884T","CYTARABINE","CYTARABINE","CYTARABINE","L01BC01","dm_I"
"419","02885W","CYTARABINE","CYTARABINE","CYTARABINE","L01BC01","dm_I"
"420","02898M","TERIFLUNOMIDE","TERIFLUNOMIDE","TERIFLUNOMIDE","L04AA31","dm_I"
"421","02899N","PROPRANOLOL","PROPRANOLOL","PROPRANOLOL","C07AA05","dm_I"
"422","02922T","TRIMETHOPRIM","TRIMETHOPRIM","TRIMETHOPRIM","J01EA01","dm_I"
"423","02923W","DISOPYRAMIDE","DISOPYRAMIDE","DISOPYRAMIDE","C01BA03","dm_I"
"424","02924X","DISOPYRAMIDE","DISOPYRAMIDE","DISOPYRAMIDE","C01BA03","dm_I"
"425","02954L","DABRAFENIB","DABRAFENIB","DABRAFENIB","L01XE23","dm_I"
"426","02958Q","FOLIC ACID","FOLIC ACID","FOLIC ACID","B03BB01","dm_I"
"427","02959R","SUNITINIB","SUNITINIB","SUNITINIB","L01XE04","dm_I"
"428","02960T","IVABRADINE","IVABRADINE","IVABRADINE","C01EB17","dm_I"
"429","02963Y","DABRAFENIB","DABRAFENIB","DABRAFENIB","L01XE23","dm_I"
"430","02965C","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","J01CE02","dm_I"
"431","02980W","DARUNAVIR","DARUNAVIR","DARUNAVIR","J05AE10","dm_I"
"432","02981X","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE","H02AB04","dm_I"
"433","02982Y","GRISEOFULVIN","GRISEOFULVIN","GRISEOFULVIN","D01BA01","dm_I"
"434","02983B","GRISEOFULVIN","GRISEOFULVIN","GRISEOFULVIN","D01BA01","dm_I"
"435","02985D","EVEROLIMUS","EVEROLIMUS","EVEROLIMUS","L01XE10","dm_I"
"436","02987F","CANAGLIFLOZIN","CANAGLIFLOZIN","CANAGLIFLOZIN","A10BX11","dm_I"
"437","03010K","NORFLOXACIN","NORFLOXACIN","NORFLOXACIN","J01MA06","dm_I"
"438","03016R","AMANTADINE","AMANTADINE","AMANTADINE","N04BB01","dm_I"
"439","03028J","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","J01CE02","dm_I"
"440","03113W","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","A07AA09","dm_I"
"441","03114X","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","A07AA09","dm_I"
"442","03130R","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","J01XA01","dm_I"
"443","03131T","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","J01XA01","dm_I"
"444","03138E","CLINDAMYCIN","CLINDAMYCIN","CLINDAMYCIN","J01FF01","dm_I"
"445","03141H","CLONIDINE","CLONIDINE","CLONIDINE","C02AC01","dm_I"
"446","03145M","CLONIDINE","CLONIDINE","CLONIDINE","C02AC01","dm_I"
"447","03152X","PREDNISOLONE","PREDNISOLONE","PREDNISOLONE","H02AB06","dm_I"
"448","03161J","DIAZEPAM","DIAZEPAM","DIAZEPAM","N05BA01","dm_I"
"449","03162K","DIAZEPAM","DIAZEPAM","DIAZEPAM","N05BA01","dm_I"
"450","03164M","DIGOXIN","DIGOXIN","DIGOXIN","C01AA05","dm_I"
"451","03169T","RISPERIDONE","RISPERIDONE","RISPERIDONE","N05AX08","dm_I"
"452","03170W","RISPERIDONE","RISPERIDONE","RISPERIDONE","N05AX08","dm_I"
"453","03171X","RISPERIDONE","RISPERIDONE","RISPERIDONE","N05AX08","dm_I"
"454","03172Y","RISPERIDONE","RISPERIDONE","RISPERIDONE","N05AX08","dm_I"
"455","03190X","IBUPROFEN","IBUPROFEN","IBUPROFEN","M01AE01","dm_I"
"456","03192B","IBUPROFEN","IBUPROFEN","IBUPROFEN","M01AE01","dm_I"
"457","03110Q","ASPIRIN","ASPIRIN","ACETYLSALICYLIC ACID","N02BA01","dm_I"
"458","03198H","IBUPROFEN","IBUPROFEN","IBUPROFEN","M01AE01","dm_I"
"459","03321T","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"460","03322W","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"461","03325B","ERYTHROMYCIN","ERYTHROMYCIN","ERYTHROMYCIN","J01FA01","dm_I"
"462","03326C","ERYTHROMYCIN","ERYTHROMYCIN","ERYTHROMYCIN","J01FA01","dm_I"
"463","03328E","ERYTHROMYCIN","ERYTHROMYCIN","ERYTHROMYCIN","J01FA01","dm_I"
"464","03332J","ERYTHROMYCIN","ERYTHROMYCIN","ERYTHROMYCIN","J01FA01","dm_I"
"465","03333K","ERYTHROMYCIN","ERYTHROMYCIN","ERYTHROMYCIN","J01FA01","dm_I"
"466","03338Q","TRAMADOL","TRAMADOL","TRAMADOL","N02AX02","dm_I"
"467","03339R","METRONIDAZOLE","METRONIDAZOLE","METRONIDAZOLE","J01XD01","dm_I"
"468","03341W","METRONIDAZOLE","METRONIDAZOLE","METRONIDAZOLE","J01XD01","dm_I"
"469","03348F","PARACETAMOL","PARACETAMOL","PARACETAMOL","N02BE01","dm_I"
"470","03349G","PARACETAMOL","PARACETAMOL","PARACETAMOL","N02BE01","dm_I"
"471","03360W","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","J01CE02","dm_I"
"472","03361X","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","J01CE02","dm_I"
"473","03363B","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","J01CE02","dm_I"
"474","03364C","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","J01CE02","dm_I"
"475","03365D","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","BENZATHINE PHENOXYMETHYLPENICILLIN","J01CE10","dm_I"
"476","03366E","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","BENZATHINE PHENOXYMETHYLPENICILLIN","J01CE10","dm_I"
"477","03381Y","OLANZAPINE","OLANZAPINE","OLANZAPINE","N05AH03","dm_I"
"478","03382B","OLANZAPINE","OLANZAPINE","OLANZAPINE","N05AH03","dm_I"
"479","03384D","OLANZAPINE","OLANZAPINE","OLANZAPINE","N05AH03","dm_I"
"480","03385E","OLANZAPINE","OLANZAPINE","OLANZAPINE","N05AH03","dm_I"
"481","03387G","LINAGLIPTIN","LINAGLIPTIN","LINAGLIPTIN","A10BH05","dm_I"
"482","03392M","DARUNAVIR","DARUNAVIR","DARUNAVIR","J05AE10","dm_I"
"483","03401B","ESOMEPRAZOLE","ESOMEPRAZOLE","ESOMEPRAZOLE","A02BC05","dm_I"
"484","03402C","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"485","03403D","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"486","03404E","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"487","03405F","ROSUVASTATIN","ROSUVASTATIN","ROSUVASTATIN","C10AA07","dm_I"
"488","03410L","COLCHICINE","COLCHICINE","COLCHICINE","M04AC01","dm_I"
"489","03425G","CERTOLIZUMAB PEGOL","CERTOLIZUMAB PEGOL","CERTOLIZUMAB PEGOL","L04AB05","dm_I"
"490","03426H","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"491","03427J","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"492","03428K","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"493","03429L","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"494","03430M","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"495","03431N","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"496","03432P","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"497","03433Q","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"498","03434R","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"499","03435T","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"500","03436W","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"501","03437X","GOLIMUMAB","GOLIMUMAB","GOLIMUMAB","L04AB06","dm_I"
"502","03440C","METHYLPHENIDATE","METHYLPHENIDATE","METHYLPHENIDATE","N06BA04","dm_I"
"503","03445H","ETANERCEPT","ETANERCEPT","ETANERCEPT","L04AB01","dm_I"
"504","03446J","ETANERCEPT","ETANERCEPT","ETANERCEPT","L04AB01","dm_I"
"505","03447K","ETANERCEPT","ETANERCEPT","ETANERCEPT","L04AB01","dm_I"
"506","03449M","ETANERCEPT","ETANERCEPT","ETANERCEPT","L04AB01","dm_I"
"507","03450N","ETANERCEPT","ETANERCEPT","ETANERCEPT","L04AB01","dm_I"
"508","03456X","HALOPERIDOL","HALOPERIDOL","HALOPERIDOL","N05AD01","dm_I"
"509","04144D","BUSPIRONE","BUSPIRONE","BUSPIRONE","N05BE01","dm_I"
"510","04319H","CISPLATIN","CISPLATIN","CISPLATIN","L01XA01","dm_I"
"511","04326Q","CLADRIBINE","CLADRIBINE","CLADRIBINE","L01BB04","dm_I"
"512","04327R","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","L01AA01","dm_I"
"513","04357H","CYTARABINE","CYTARABINE","CYTARABINE","L01BC01","dm_I"
"514","04361M","DOXORUBICIN","DOXORUBICIN","DOXORUBICIN","L01DB01","dm_I"
"515","04375G","EPIRUBICIN","EPIRUBICIN","EPIRUBICIN","L01DB03","dm_I"
"516","04376H","CABAZITAXEL","CABAZITAXEL","CABAZITAXEL","L01CD04","dm_I"
"517","04393F","FLUDARABINE","FLUDARABINE","FLUDARABINE","L01BB05","dm_I"
"518","04394G","FLUOROURACIL","FLUOROURACIL","FLUOROURACIL","L01BC02","dm_I"
"519","04403R","BORTEZOMIB","BORTEZOMIB","BORTEZOMIB","L01XX32","dm_I"
"520","04428C","ETOPOSIDE","ETOPOSIDE","ETOPOSIDE","L01CB01","dm_I"
"521","04429D","BORTEZOMIB","BORTEZOMIB","BORTEZOMIB","L01XX32","dm_I"
"522","04431F","FLUOROURACIL","FLUOROURACIL","FLUOROURACIL","L01BC02","dm_I"
"523","04448D","IFOSFAMIDE","IFOSFAMIDE","IFOSFAMIDE","L01AA06","dm_I"
"524","04451G","IRINOTECAN","IRINOTECAN","IRINOTECAN","L01XX19","dm_I"
"525","04502Y","METHOTREXATE","METHOTREXATE","METHOTREXATE","L01BA01","dm_I"
"526","04512L","METHOTREXATE","METHOTREXATE","METHOTREXATE","L01BA01","dm_I"
"527","04600D","PEMETREXED","PEMETREXED","PEMETREXED","L01BA04","dm_I"
"528","04610P","RALTITREXED","RALTITREXED","RALTITREXED","L01BA03","dm_I"
"529","04618C","VINBLASTINE","VINBLASTINE","VINBLASTINE","L01CA01","dm_I"
"530","04619D","VINCRISTINE","VINCRISTINE","VINCRISTINE","L01CA02","dm_I"
"531","04620E","VINORELBINE","VINORELBINE","VINORELBINE","L01CA04","dm_I"
"532","04706Q","BORTEZOMIB","BORTEZOMIB","BORTEZOMIB","L01XX32","dm_I"
"533","04712B","BORTEZOMIB","BORTEZOMIB","BORTEZOMIB","L01XX32","dm_I"
"534","04713C","BORTEZOMIB","BORTEZOMIB","BORTEZOMIB","L01XX32","dm_I"
"535","04725Q","BORTEZOMIB","BORTEZOMIB","BORTEZOMIB","L01XX32","dm_I"
"536","04732C","BORTEZOMIB","BORTEZOMIB","BORTEZOMIB","L01XX32","dm_I"
"537","05012T","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","BENZATHINE PHENOXYMETHYLPENICILLIN","J01CE10","dm_I"
"538","05016B","OXYCODONE","OXYCODONE","OXYCODONE","N02AA05","dm_I"
"539","05018D","ASPIRIN","ASPIRIN","ACETYLSALICYLIC ACID","N02BA01","dm_I"
"540","05024K","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","J01CE02","dm_I"
"541","05029Q","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","PHENOXYMETHYLPENICILLIN","J01CE02","dm_I"
"542","05037D","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"543","05038E","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"544","05039F","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"545","05040G","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"546","05041H","CARBAMAZEPINE","CARBAMAZEPINE","CARBAMAZEPINE","N03AF01","dm_I"
"547","05054B","APIXABAN","APIXABAN","APIXABAN","B01AF02","dm_I"
"548","05055C","CHLORAMPHENICOL","CHLORAMPHENICOL","CHLORAMPHENICOL","S01AA01","dm_I"
"549","05057E","CLINDAMYCIN","CLINDAMYCIN","CLINDAMYCIN","J01FF01","dm_I"
"550","05061J","APIXABAN","APIXABAN","APIXABAN","B01AF02","dm_I"
"551","05071X","DIAZEPAM","DIAZEPAM","DIAZEPAM","N05BA01","dm_I"
"552","05072Y","DIAZEPAM","DIAZEPAM","DIAZEPAM","N05BA01","dm_I"
"553","05075D","DICLOFENAC","DICLOFENAC","DICLOFENAC","M01AB05","dm_I"
"554","05076E","DICLOFENAC","DICLOFENAC","DICLOFENAC","M01AB05","dm_I"
"555","05077F","DICLOFENAC","DICLOFENAC","DICLOFENAC","M01AB05","dm_I"
